timestamp,ticker,price,volume
2026-04-09,AAPL,260.49,28116607
2026-04-09,GOOGL,318.49,23734838
2026-04-09,MSFT,373.07,30429045
2026-04-09,NVDA,183.91,116417898
2026-04-09,AMZN,233.65,65957742
2026-04-10,AAPL,260.48,31282305
2026-04-10,GOOGL,317.24,19151462
2026-04-10,MSFT,370.87,28192080
2026-04-10,NVDA,188.63,159855249
2026-04-10,AMZN,238.38,56850668
2026-04-13,AAPL,259.20,36231524
2026-04-13,GOOGL,321.31,18863001
2026-04-13,MSFT,384.37,35742052
2026-04-13,NVDA,189.31,133647829
2026-04-13,AMZN,239.89,42160099
2026-04-14,AAPL,258.83,48370710
2026-04-14,GOOGL,332.91,27721351
2026-04-14,MSFT,393.11,37504486
2026-04-14,NVDA,196.51,161307010
2026-04-14,AMZN,249.02,72685026
2026-04-15,AAPL,266.43,49913510
2026-04-15,GOOGL,337.12,24918842
2026-04-15,MSFT,411.22,45063389
2026-04-15,NVDA,198.87,185338388
2026-04-15,AMZN,248.50,43045160
2026-04-16,AAPL,263.40,43323112
2026-04-16,GOOGL,336.02,20541487
2026-04-16,MSFT,420.26,41642361
2026-04-16,NVDA,198.35,134012859
2026-04-16,AMZN,249.70,41895711
2026-04-17,AAPL,270.23,61436228
2026-04-17,GOOGL,341.68,25581881
2026-04-17,MSFT,422.79,48568190
2026-04-17,NVDA,201.68,160324416
2026-04-17,AMZN,250.56,52029291
2026-04-20,AAPL,273.05,36582599
2026-04-20,GOOGL,337.42,18782501
2026-04-20,MSFT,418.07,26828404
2026-04-20,NVDA,202.06,113041463
2026-04-20,AMZN,248.28,39455490
2026-04-21,AAPL,266.17,50192035
2026-04-21,GOOGL,332.29,23114777
2026-04-21,MSFT,424.16,32038475
2026-04-21,NVDA,199.88,107894969
2026-04-21,AMZN,249.91,42912554
2026-04-22,AAPL,273.17,43249204
2026-04-22,GOOGL,339.32,20293014
2026-04-22,MSFT,432.92,29378173
2026-04-22,NVDA,202.50,107501042
2026-04-22,AMZN,255.36,36065067
